accuracy,balanced_accuracy,f1_macro,precision_Douglasie,recall_Douglasie,f1_Douglasie,support_Douglasie,precision_Eiche,recall_Eiche,f1_Eiche,support_Eiche,precision_Fichte,recall_Fichte,f1_Fichte,support_Fichte,precision_Kiefer,recall_Kiefer,f1_Kiefer,support_Kiefer,precision_Roteiche,recall_Roteiche,f1_Roteiche,support_Roteiche,split,confusion_matrix_json,f1_macro_mean,f1_macro_std,accuracy_mean,accuracy_std
0.43823529411764706,0.3538567966728886,0.3291656716713248,0.5426356589147286,0.603448275862069,0.5714285714285714,116.0,0.15384615384615385,0.2222222222222222,0.18181818181818182,18.0,0.46296296296296297,0.21367521367521367,0.29239766081871343,117.0,0.02857142857142857,0.125,0.046511627906976744,8.0,0.5104166666666666,0.6049382716049383,0.5536723163841808,81.0,oof_cv,"{""labels"": [""Douglasie"", ""Eiche"", ""Fichte"", ""Kiefer"", ""Roteiche""], ""matrix"": [[70, 2, 24, 6, 14], [0, 4, 3, 3, 8], [43, 10, 25, 15, 24], [3, 3, 0, 1, 1], [13, 7, 2, 10, 49]]}",,,,
,,,,,,,,,,,,,,,,,,,,,,,cv_5fold,,0.32036813440720474,0.05174138813777376,0.438235294117647,0.0673266067191741
0.24358974358974358,0.2,0.07835051546391752,0.0,0.0,0.0,29.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.24358974358974358,1.0,0.3917525773195876,19.0,test,"{""labels"": [""Douglasie"", ""Eiche"", ""Fichte"", ""Kiefer"", ""Roteiche""], ""matrix"": [[0, 0, 0, 0, 29], [0, 0, 0, 0, 4], [0, 0, 0, 0, 25], [0, 0, 0, 0, 1], [0, 0, 0, 0, 19]]}",,,,
